smiles,top_score
C#CCCC(=C)[C@@H](Cl)CN,-4.8
C#CCCC(=C)[C@H](Cl)CN,-5.2
C#CCCC(=O)N1CCC[C@@H](C(=O)O)C1,-6.4
C#CCCC(=O)N1CCC[C@H](C(=O)O)C1,-5.7
C#CCCC(=O)N1CCC[C@@H](CN)C1,-6.1
C#CCCC(=O)N1CCC[C@H](CN)C1,-5.8
C#CCCC(=O)N1CCC[C@@H]1C(=O)O,-5.5
C#CCCC(=O)N1CCC[C@H]1C(=O)O,-6.0
C#CCCC(=O)N[C@@H]1CCNC1,-5.1
C#CCCC(=O)N[C@H]1CCNC1,-5.5
C#CCC[C@@H](C#C)CCCCl,-5.1
C#CCC[C@H](C#C)CCCCl,-4.8
C#CCC[C@@H](C#N)N1CCCCC1,-5.4
C#CCC[C@H](C#N)N1CCCCC1,-5.7
C#CCC[C@@H](CC1CCCCC1)NN,-6.1
C#CCC[C@H](CC1CCCCC1)NN,-6.5
C#CCC[C@@H](CCO)C(C)=O,-5.1
C#CCC[C@H](CCO)C(C)=O,-4.8
C#CCC[C@@H](Cc1ccsc1)NN,-5.7
C#CCC[C@H](Cc1ccsc1)NN,-6.0
C#CCC[C@@H](N)c1cnc2ccccc2n1,-7.0
C#CCC[C@H](N)c1cnc2ccccc2n1,-7.3
C#CCC[C@@H](NN)c1ccc(N(C)C)cc1,-5.8
C#CCC[C@H](NN)c1ccc(N(C)C)cc1,-6.3
C#CCC[C@@H](NN)c1cccnc1C,-5.5
C#CCC[C@H](NN)c1cccnc1C,-5.9
C#CCC[C@@H](O)c1cc(C)oc1C,-5.5
C#CCC[C@H](O)c1cc(C)oc1C,-5.8
C#CCC[C@@H](O)c1ccc2c(c1)CCC2,-7.2
C#CCC[C@H](O)c1ccc2c(c1)CCC2,-7.5
C#CCC[C@@H](O)c1cnc2ccccc2n1,-7.0
C#CCC[C@H](O)c1cnc2ccccc2n1,-7.4
C#CCCC1=C[C@@H](O)CCC1,-5.8
C#CCCC1=C[C@H](O)CCC1,-6.1
C#CCCCC(=O)[C@@H]1CSCCN1C,-4.6
C#CCCCC(=O)[C@H]1CSCCN1C,-5.1
C#CCCC[C@@H]1CCCCCC1=O,-6.1
C#CCCC[C@H]1CCCCCC1=O,-5.8
C#CCCCN1CC[C@@H](N)C1,-4.9
C#CCCCN1CC[C@H](N)C1,-5.2
C#CCCCN1CCO[C@@H](C(=O)OC)C1,-5.2
C#CCCCN1CCO[C@H](C(=O)OC)C1,-4.5
C#CCCCN[C@@H](C)C(=O)N1CCCC1,-5.5
C#CCCCN[C@H](C)C(=O)N1CCCC1,-5.8
C#CCCCN[C@@H](C)c1ccc(F)cc1,-6.6
C#CCCCN[C@H](C)c1ccc(F)cc1,-6.2
C#CCCCO[C@@H]1CCCCS1,-5.1
C#CCCCO[C@H]1CCCCS1,-5.4
C#CCCN(C)C[C@@H]1CCCN1C,-5.1
C#CCCN(C)C[C@H]1CCCN1C,-4.8
C#CCCN1C[C@@H](N)C1=O,-4.9
C#CCCN1C[C@H](N)C1=O,-4.6
C#CCCN1CC2(CCCCC2)NC[C@@H]1C,-5.2
C#CCCN1CC2(CCCCC2)NC[C@H]1C,-4.4
C#CCCN1CC[C@@]2(CCNC2)C1,-5.4
C#CCCN1CC[C@]2(CCNC2)C1,-5.0
C#CCCN1CCCN[C@@H](C(C)(C)C)C1,-4.9
C#CCCN1CCCN[C@H](C(C)(C)C)C1,-4.5
C#CCCN1CCCN[C@@H](C2CC2)C1,-5.2
C#CCCN1CCCN[C@H](C2CC2)C1,-5.7
C#CCCN1CCCN[C@@H](CC(C)C)C1,-5.3
C#CCCN1CCCN[C@H](CC(C)C)C1,-5.8
C#CCCN1CCS[C@@H](CC)C1,-4.5
C#CCCN1CCS[C@H](CC)C1,-5.2
C#CCCNC(=O)[C@@H]1CCC(=O)N1,-6.1
C#CCCNC(=O)[C@H]1CCC(=O)N1,-5.7
C#CCCO[C@@](C)(C#C)ON=[N+]=[N-],-4.7
C#CCCO[C@](C)(C#C)ON=[N+]=[N-],-5.0
C#CCN(C)C[C@@H](O)Cc1ccccc1,-5.9
C#CCN(C)C[C@H](O)Cc1ccccc1,-6.2
C#CCN(C)c1c(F)cccc1[C@@H](C)O,-4.5
C#CCN(C)c1c(F)cccc1[C@H](C)O,-4.2
C#CCN1C(=O)CC[C@@H]1C(=O)O,-5.5
C#CCN1C(=O)CC[C@H]1C(=O)O,-4.9
C#CCN1C[C@@H](CN)CC1=O,-5.4
C#CCN1C[C@H](CN)CC1=O,-4.9
C#CCN1C[C@@H](CN)CCC1=O,-5.6
C#CCN1C[C@H](CN)CCC1=O,-4.4
C#CCN1CCC([C@@H](C)O)CC1,-5.4
C#CCN1CCC([C@H](C)O)CC1,-5.1
C#CCN1CCC[C@@H](CN2CCNCC2)C1,-6.2
C#CCN1CCC[C@H](CN2CCNCC2)C1,-5.3
C#CCN1CCC[C@@H](NCCC)C1,-5.7
C#CCN1CCC[C@H](NCCC)C1,-5.2
C#CCN1CCCN[C@@H](C2CC2)C1,-4.6
C#CCN1CCCN[C@H](C2CC2)C1,-5.4
C#CCN1CCCN[C@@H](CC)C1,-4.8
C#CCN1CCCN[C@H](CC)C1,-5.1
C#CCN1CCNC[C@@H]1C(C)C,-4.2
C#CCN1CCNC[C@H]1C(C)C,-4.6
C#CCN1CCO[C@@H](C)C1,-4.0
C#CCN1CCO[C@H](C)C1,-4.3
C#CCN1CCS[C@@H](CC)C1,-4.5
C#CCN1CCS[C@H](CC)C1,-5.0
C#CCN1CCc2cc([C@@H](C)NC)ccc21,-6.4
C#CCN1CCc2cc([C@H](C)NC)ccc21,-6.7
C#CCNC(=O)[C@@H](C)N1CCCCCC1,-6.1
C#CCNC(=O)[C@H](C)N1CCCCCC1,-5.7
C#CCNC(=O)[C@@H](N)CCOC,-4.6
C#CCNC(=O)[C@H](N)CCOC,-4.9
C#CCNC(=O)[C@@H]1CCCN1,-5.4
C#CCNC(=O)[C@H]1CCCN1,-4.8
C#CCNC(=O)N[C@@H](C(=O)O)C(C)C,-5.3
C#CCNC(=O)N[C@H](C(=O)O)C(C)C,-4.9
C#CCNC(=O)N[C@@H](CC#C)C(=O)O,-5.5
C#CCNC(=O)N[C@H](CC#C)C(=O)O,-5.2
C#CCN[C@@H](C#N)c1c(C)n[nH]c1C,-5.2
C#CCN[C@H](C#N)c1c(C)n[nH]c1C,-4.6
C#CCN[C@@H](C#N)c1cn(CCO)nn1,-5.5
C#CCN[C@H](C#N)c1cn(CCO)nn1,-5.0
C#CCN[C@@H](C(=O)OC)c1cncn1CC,-5.1
C#CCN[C@H](C(=O)OC)c1cncn1CC,-4.8
C#CCN[C@@H](C)c1ccccc1C(C)=O,-5.1
C#CCN[C@H](C)c1ccccc1C(C)=O,-5.4
C#CCN[C@@H]1CCc2c(F)ccc(F)c21,-6.2
C#CCN[C@H]1CCc2c(F)ccc(F)c21,-6.5
C#CCN[C@@H]1CCc2cc(N)ccc21,-6.3
C#CCN[C@H]1CCc2cc(N)ccc21,-6.9
C#CCN[C@@H]1CCc2ccccc21,-6.9
C#CCN[C@H]1CCc2ccccc21,-6.6
C#CCNCC(=O)N1CCO[C@@H](C)C1,-4.7
C#CCNCC(=O)N1CCO[C@H](C)C1,-5.3
C#CCNC[C@@H](O)COC(C)=O,-4.8
C#CCNC[C@H](O)COC(C)=O,-4.5
C#CCNN1C(=O)C=C[C@@H]1C,-5.1
C#CCNN1C(=O)C=C[C@H]1C,-4.8
C#CCO[C@@H](C(=O)O)c1ccccc1C,-5.5
C#CCO[C@H](C(=O)O)c1ccccc1C,-6.0
C#CCOC(F)(F)[C@@H](F)N1CCOCC1,-5.7
C#CCOC(F)(F)[C@H](F)N1CCOCC1,-5.3
C#CCOC1=CC[C@@H](CF)CC=C1,-6.1
C#CCOC1=CC[C@H](CF)CC=C1,-5.7
C#CCO[C@@H]1CCCNC1,-4.7
C#CCO[C@H]1CCCNC1,-5.0
C#CCO[C@@H]1CCNC1,-4.2
C#CCO[C@H]1CCNC1,-4.6
C#CCO[C@@H]1COC2(CCCCC2)C1,-5.6
C#CCO[C@H]1COC2(CCCCC2)C1,-5.1
C#CCO[C@@H]1Oc2ccccc2C=C1C#N,-6.7
C#CCO[C@H]1Oc2ccccc2C=C1C#N,-6.3
C#CCOC[C@@H]1CCCNC1,-5.0
C#CCOC[C@H]1CCCNC1,-5.4
C#CCS[C@@H](C)C(=O)N1CCNCC1,-4.8
C#CCS[C@H](C)C(=O)N1CCNCC1,-5.1
C#Cc1c(C)cccc1[C@@H](F)N=[N+]=[N-],-5.1
C#Cc1c(C)cccc1[C@H](F)N=[N+]=[N-],-5.7
C#Cc1c(Cl)cccc1[C@@H](F)N=[N+]=[N-],-5.1
C#Cc1c(Cl)cccc1[C@H](F)N=[N+]=[N-],-5.6
C#Cc1c(F)cccc1[C@@H]1OC1(C#N)C#N,-4.7
C#Cc1c(F)cccc1[C@H]1OC1(C#N)C#N,-5.2
C#Cc1c(SC)cccc1[C@@H](O)N=[N+]=[N-],-4.9
C#Cc1c(SC)cccc1[C@H](O)N=[N+]=[N-],-4.6
C#Cc1cc([C@@H]2CNC(=O)C2)ccc1N,-6.5
C#Cc1cc([C@H]2CNC(=O)C2)ccc1N,-7.4
C#Cc1cc(F)c([C@@H]2CNCCO2)c(F)c1,-7.1
C#Cc1cc(F)c([C@H]2CNCCO2)c(F)c1,-6.5
C#Cc1ccc([C@@H](C)C(=O)O)cc1,-6.2
C#Cc1ccc([C@H](C)C(=O)O)cc1,-6.7
C#Cc1ccc([C@@H]2OC2(C#N)C#N)cc1,-6.2
C#Cc1ccc([C@H]2OC2(C#N)C#N)cc1,-6.6
C#Cc1ccc2c(c1)[C@@H](NCC)CC2,-7.0
C#Cc1ccc2c(c1)[C@H](NCC)CC2,-6.0
C#Cc1cccc([C@@]2(N)N=C(N)C=CN2)c1,-7.5
C#Cc1cccc([C@]2(N)N=C(N)C=CN2)c1,-6.5
C#Cc1cccc(F)c1[C@@H]1OC1(C#N)C#N,-4.7
C#Cc1cccc(F)c1[C@H]1OC1(C#N)C#N,-5.1
C#Cc1cccc(O[C@@H]2CCCCO2)c1,-6.5
C#Cc1cccc(O[C@H]2CCCCO2)c1,-7.0
C#Cc1cccc2c1C[C@@H](c1ccccn1)O2,-7.8
C#Cc1cccc2c1C[C@H](c1ccccn1)O2,-7.4
C#Cc1ccccc1[C@@H](C#CC)OC(C)=O,-5.5
C#Cc1ccccc1[C@H](C#CC)OC(C)=O,-5.9
C#Cc1ccccc1[C@@H](C)CC(=O)OCC,-5.7
C#Cc1ccccc1[C@H](C)CC(=O)OCC,-5.4
C#Cc1ccccc1[C@@H]1OC1(C#N)C#N,-5.2
C#Cc1ccccc1[C@H]1OC1(C#N)C#N,-6.0
C#Cc1ccccc1[C@@H]1OC1(CC)CC,-5.2
C#Cc1ccccc1[C@H]1OC1(CC)CC,-5.9
C#Cc1ccccc1O[C@@H](C)OCC(C)C,-6.1
C#Cc1ccccc1O[C@H](C)OCC(C)C,-6.4
C#Cc1ccsc1[C@@H](O)c1ccccc1,-6.3
C#Cc1ccsc1[C@H](O)c1ccccc1,-6.6
C#Cc1cncc([C@@H](C)CCC)c1N,-6.2
C#Cc1cncc([C@H](C)CCC)c1N,-5.9
C#Cc1csc([C@@H](C)C(=O)O)n1,-5.0
C#Cc1csc([C@H](C)C(=O)O)n1,-5.3
C#Cc1csc([C@@H]2CCCCN2)n1,-6.2
C#Cc1csc([C@H]2CCCCN2)n1,-5.4
C#Cc1csc([C@@H]2CCCN2)n1,-6.1
C#Cc1csc([C@H]2CCCN2)n1,-5.1
C#Cc1nc([C@@H]2CCCNC2)sc1C,-5.8
C#Cc1nc([C@H]2CCCNC2)sc1C,-6.1
C#Cc1nc([C@@H]2CNCCO2)sc1C,-5.7
C#Cc1nc([C@H]2CNCCO2)sc1C,-5.0
C(#C[C@@H]1CCNC1)c1ncc2ccccc2n1,-6.1
C(#C[C@H]1CCNC1)c1ncc2ccccc2n1,-7.4
C(=C1\CCC[C@@H]1N1CCC1)\c1ccccc1,-7.4
C(=C1\CCC[C@H]1N1CCC1)\c1ccccc1,-6.6
C(=C1\CCN2CC[C@@H]1C2)\c1cccnc1,-6.3
C(=C1\CCN2CC[C@H]1C2)\c1cccnc1,-7.1
C(=C1\CN2CC[C@@H]1C2)\c1cccnc1,-6.5
C(=C1\CN2CC[C@H]1C2)\c1cccnc1,-6.9
C(=C/[C@@H]1CC2CCN1CC2)\c1ccccc1,-6.8
C(=C/[C@H]1CC2CCN1CC2)\c1ccccc1,-6.4
C(=C/[C@@H]1CCCN1)\c1ccccc1C1CC1,-7.6
C(=C/[C@H]1CCCN1)\c1ccccc1C1CC1,-6.8
C(=C/[C@@H]1CCCNC1)\c1cncnc1,-6.7
C(=C/[C@H]1CCCNC1)\c1cncnc1,-6.3
C(=C/O[C@@H]1CCCOC1)\CC1CCCCC1,-7.2
C(=C/O[C@H]1CCCOC1)\CC1CCCCC1,-6.9
C(=N/N[C@@H]1CCOC1)\c1ccn[nH]1,-5.6
C(=N/N[C@H]1CCOC1)\c1ccn[nH]1,-5.9
C(=N/N[C@@H]1CCSC1)\c1ccn[nH]1,-5.5
C(=N/N[C@H]1CCSC1)\c1ccn[nH]1,-5.8
C(=N/N[C@@H]1CCSC1)\c1ncc[nH]1,-5.4
C(=N/N[C@H]1CCSC1)\c1ncc[nH]1,-5.7
C(=N/O[C@@H]1CCOC1)\c1ncc[nH]1,-5.4
C(=N/O[C@H]1CCOC1)\c1ncc[nH]1,-5.7
C1=C([C@@]2(C3CCCC3)CO2)OCC1,-5.6
C1=C([C@]2(C3CCCC3)CO2)OCC1,-5.3
C1=C(C2CC2)N=N[C@@H]1c1cccs1,-6.3
C1=C(C2CC2)N=N[C@H]1c1cccs1,-5.9
C1=C(C2CCCC2)CC[C@@H](C2CCCC2)C1,-7.6
C1=C(C2CCCC2)CC[C@H](C2CCCC2)C1,-8.5
C1=C([C@@H]2CCCN2)CNCC1,-6.2
C1=C([C@H]2CCCN2)CNCC1,-5.7
C1=C([C@@H]2NCCc3ccccc32)OCCC1,-7.1
C1=C([C@H]2NCCc3ccccc32)OCCC1,-5.2
C1=C(C[C@@H]2CCCCOCC2)CCCC1,-7.0
C1=C(C[C@H]2CCCCOCC2)CCCC1,-5.5
C1=C(CCN[C@@H]2CCCSC2)CCC1,-6.3
C1=C(CCN[C@H]2CCCSC2)CCC1,-6.0
C1=C(c2ccccc2)N[C@@H]2CCCCN12,-7.3
C1=C(c2ccccc2)N[C@H]2CCCCN12,-6.6
C1=C(n2cccc2)[C@@H](n2cccc2)CC1,-5.0
C1=C(n2cccc2)[C@H](n2cccc2)CC1,-6.8
C1=C2[C@@H](CS1)NCN2Cc1ccccc1,-6.5
C1=C2[C@H](CS1)NCN2Cc1ccccc1,-7.1
C1=C2C(c3cccnc3)=NO[C@@H]2NCCC1,-7.1
C1=C2C(c3cccnc3)=NO[C@H]2NCCC1,-7.6
C1=C2CCC[C@@]12C1CCCC1,-6.2
C1=C2CCC[C@]12C1CCCC1,-6.5
C1=C2/CCC[C@@H]2CCCCCC/1,-6.1
C1=C2/CCC[C@H]2CCCCCC/1,-5.6
C1=C2\CCCC[C@@H]2CCCCCCCC/1,-7.0
C1=C2\CCCC[C@H]2CCCCCCCC/1,-7.7
C1=C2CCCCC[C@@H]2CCC1,-6.3
C1=C2CCCCC[C@H]2CCC1,-6.0
C1=C2NCN[C@@]2(C2CCC2)NCN1,-5.7
C1=C2NCN[C@]2(C2CCC2)NCN1,-6.5
C1=C2OC2=C2C1=C1C[C@@H]2C2=C1O2,-5.7
C1=C2OC2=C2C1=C1C[C@H]2C2=C1O2,-6.1
C1=C[C@@H](C2=CCOC=C2c2ccco2)N=C1,-4.8
C1=C[C@H](C2=CCOC=C2c2ccco2)N=C1,-5.2
C1=C[C@@H](C2CCC2)N=C(C2CCC2)C1,-6.6
C1=C[C@H](C2CCC2)N=C(C2CCC2)C1,-7.0
C1=C[C@@H](C2CCCCC2)OCOC1,-4.8
C1=C[C@H](C2CCCCC2)OCOC1,-6.4
C1=CC([C@@H]2CCCNS2)=CCC1,-5.3
C1=CC([C@H]2CCCNS2)=CCC1,-6.3
C1=C[C@@H](C2CCNCC2)O1,-4.8
C1=C[C@H](C2CCNCC2)O1,-4.5
C1=CC([C@@H]2CCc3ccccc3N2)C=C1,-6.7
C1=CC([C@H]2CCc3ccccc3N2)C=C1,-8.3
C1=C[C@@H](C2OCCCO2)c2ccccc21,-7.1
C1=C[C@H](C2OCCCO2)c2ccccc21,-6.7
C1=C[C@@H](C2OCCO2)Oc2ccccc21,-6.3
C1=C[C@H](C2OCCO2)Oc2ccccc21,-7.4
C1=C\[C@@H](/C=C/c2ccccc2)CCCCC/1,-7.8
C1=C\[C@H](/C=C/c2ccccc2)CCCCC/1,-6.7
C1=C[C@@H](N2CCOCC2)Oc2ccccc21,-5.3
C1=C[C@H](N2CCOCC2)Oc2ccccc21,-6.6
C1=C[C@@H](NC2CCCCCC2)CCC1,-6.8
C1=C[C@H](NC2CCCCCC2)CCC1,-7.1
C1=C[C@@H](NC2CCOCC2)CCC1,-5.8
C1=C[C@H](NC2CCOCC2)CCC1,-6.4
C1=C[C@@H](NCC2CCCC2)CCC1,-6.4
C1=C[C@H](NCC2CCCC2)CCC1,-6.7
C1=C[C@@H](Nc2ccccn2)c2ccccc21,-8.3
C1=C[C@H](Nc2ccccn2)c2ccccc21,-7.3
C1=C[C@@H](Nc2ncnc3[nH]ncc23)CCC1,-6.0
C1=C[C@H](Nc2ncnc3[nH]ncc23)CCC1,-7.0
C1=C[C@@H](SCc2ccccc2)CNCC1,-7.2
C1=C[C@H](SCc2ccccc2)CNCC1,-6.9
C1=C[C@@H](c2ccc3ccccc3c2)COC1,-8.9
C1=C[C@H](c2ccc3ccccc3c2)COC1,-8.6
C1=C[C@@H](c2ccccc2)N(c2ccccc2)O1,-7.9
C1=C[C@H](c2ccccc2)N(c2ccccc2)O1,-6.7
C1=C\[C@@H](c2cccnc2)CCCCC/1,-6.4
C1=C\[C@H](c2cccnc2)CCCCC/1,-6.1
C1=C[C@@H](c2cccs2)CS1,-5.1
C1=C[C@H](c2cccs2)CS1,-4.8
C1=C[C@@H](c2cccs2)SC1,-5.0
C1=C[C@H](c2cccs2)SC1,-4.7
C1=C[C@@H](c2cn[nH]n2)NN1,-5.5
C1=C[C@H](c2cn[nH]n2)NN1,-5.1
C1=CC(c2nnc([C@@H]3CCCN3)o2)=CCC1,-7.6
C1=CC(c2nnc([C@H]3CCCN3)o2)=CCC1,-7.2
C1=C[C@@H](n2cncn2)ON1,-4.9
C1=C[C@H](n2cncn2)ON1,-4.6
C1=C[C@@]2(CCC1)CCCNCC2,-5.6
C1=C[C@]2(CCC1)CCCNCC2,-4.3
C1=C[C@@]23CC1=C2N1C=NCN1C3,-5.9
C1=C[C@]23CC1=C2N1C=NCN1C3,-5.4
C1=CC2=C(C1)[C@@H](CN1CCCC1)OCC2,-5.9
C1=CC2=C(C1)[C@H](CN1CCCC1)OCC2,-6.4
C1=CC2=C(c3ccccc3)NN[C@@H]2C=C1,-8.7
C1=CC2=C(c3ccccc3)NN[C@H]2C=C1,-9.1
C1=CC2=C[C@@H](C3C=CC=C3)SC2=C1,-7.1
C1=CC2=C[C@H](C3C=CC=C3)SC2=C1,-6.3
C1=CC2=C[C@@H](Cc3ccccc3)OC2=CC1,-8.1
C1=CC2=C[C@H](Cc3ccccc3)OC2=CC1,-8.5
C1=CC2=NCCCC[C@@H]2CC1,-4.9
C1=CC2=NCCCC[C@H]2CC1,-5.7
C1=CC2=NO[C@@H](OCc3ccccc3)C2=C1,-7.6
C1=CC2=NO[C@H](OCc3ccccc3)C2=C1,-7.2
C1=CC=CC([C@@H]2CCNC2)C=C1,-6.3
C1=CC=CC([C@H]2CCNC2)C=C1,-6.7
C1=CC[C@@H](C2=CCCCC2)OC1,-6.1
C1=CC[C@H](C2=CCCCC2)OC1,-6.6
C1=CCC([C@@H]2N=Nc3ncccc32)C1,-7.0
C1=CCC([C@H]2N=Nc3ncccc32)C1,-6.5
C1=CC[C@@H](CN2CCOCC2)CC1,-6.0
C1=CC[C@H](CN2CCOCC2)CC1,-4.9
C1=CC[C@@H](CNC2CCNCC2)CC1,-6.4
C1=CC[C@H](CNC2CCNCC2)CC1,-5.8
C1=C/C[C@@H](N2CCCCC2)CCCCC/1,-5.8
C1=C/C[C@H](N2CCCCC2)CCCCC/1,-5.5
C1=CC[C@@H](N2CCNCC2)N=C1,-4.8
C1=CC[C@H](N2CCNCC2)N=C1,-5.5
C1=CC[C@@H](Oc2ncnc3nc[nH]c23)CC1,-7.1
C1=CC[C@H](Oc2ncnc3nc[nH]c23)CC1,-6.2
C1=CC[C@@H](SC2CCNCC2)CC1,-6.4
C1=CC[C@H](SC2CCNCC2)CC1,-5.1
C1=CC[C@@H](c2cc[nH]c2)CC1,-6.2
C1=CC[C@H](c2cc[nH]c2)CC1,-5.9
C1=CC[C@@H](c2cccnc2)CC1,-6.6
C1=CC[C@H](c2cccnc2)CC1,-6.0
C1=C\C[C@@H](c2cccnc2)CCCC/1,-5.7
C1=C\C[C@H](c2cccnc2)CCCC/1,-6.4
C1=CC[C@@H](c2cnc3ccccc3c2)NC1,-8.6
C1=CC[C@H](c2cnc3ccccc3c2)NC1,-8.3
C1=CC[C@@]2(C=C1)CCCCO2,-5.6
C1=CC[C@]2(C=C1)CCCCO2,-5.2
C1=CCC=C([C@@H]2CCCN2)C=C1,-7.2
C1=CCC=C([C@H]2CCCN2)C=C1,-6.0
C1=CCN([C@@H]2CCNC2)C1,-4.7
C1=CCN([C@H]2CCNC2)C1,-5.1
C1=CCNC(/C=N/N=C/[C@@H]2CCCCN2)=C1,-7.0
C1=CCNC(/C=N/N=C/[C@H]2CCCCN2)=C1,-6.6
C1=CCNC(N[C@@H]2CCCCN2)=C1,-6.6
C1=CCNC(N[C@H]2CCCCN2)=C1,-6.1
C1=CCN[C@@H](c2ccccc2)CC1,-6.3
C1=CCN[C@H](c2ccccc2)CC1,-7.1
C1=CCSC([C@@H]2CCCOC2)=C1,-6.2
C1=CCSC([C@H]2CCCOC2)=C1,-5.6
C1=CN([C@@H]2C=Cc3ccccc3O2)CN=C1,-6.8
C1=CN([C@H]2C=Cc3ccccc3O2)CN=C1,-7.8
C1=CN([C@@H]2CCCO2)CN=C1,-5.5
C1=CN([C@H]2CCCO2)CN=C1,-5.2
C1=CN(c2ccccc2)N[C@@H]1c1ccccc1,-8.2
C1=CN(c2ccccc2)N[C@H]1c1ccccc1,-8.9
C1=CN(c2ccccn2)C[C@@H]1c1cccnc1,-6.4
C1=CN(c2ccccn2)C[C@H]1c1cccnc1,-8.3
C1=CN2CN[C@@H](c3ccccc3)N=C2S1,-6.1
C1=CN2CN[C@H](c3ccccc3)N=C2S1,-7.1
C1=CN=C[C@@H](OCc2ccccc2)C1,-6.5
C1=CN=C[C@H](OCc2ccccc2)C1,-6.9
C1=CN=C[C@@H](c2ccccc2)CC1,-6.7
C1=CN=C[C@H](c2ccccc2)CC1,-7.3
C1=CN=C[C@@H](n2cccc2)CC1,-5.5
C1=CN=C[C@H](n2cccc2)CC1,-6.1
C1=CN[C@@H](CN2CCNCC2)C1,-4.9
C1=CN[C@H](CN2CCNCC2)C1,-5.5
C1=CN[C@@H](CNCc2ccccn2)C=C1,-6.5
C1=CN[C@H](CNCc2ccccn2)C=C1,-7.0
C1=CN[C@@H](N2CCCNCC2)C=C1,-5.7
C1=CN[C@H](N2CCCNCC2)C=C1,-6.4
C1=CN[C@@H](N2CCNCC2)C=N1,-4.7
C1=CN[C@H](N2CCNCC2)C=N1,-5.3
C1=CN[C@@H](NCc2ccccc2)CCC1,-7.8
C1=CN[C@H](NCc2ccccc2)CCC1,-6.8
C1=CN[C@@H](Nc2ccccn2)C=C1,-5.5
C1=CN[C@H](Nc2ccccn2)C=C1,-6.3
C1=CN[C@@H](c2scc3ccccc23)C=C1,-7.0
C1=CN[C@H](c2scc3ccccc23)C=C1,-7.3
C1=CNC[C@@H](n2cccc2)C=C1,-5.5
C1=CNC[C@H](n2cccc2)C=C1,-6.5
C1=CO/C(=C/[C@@H]2C=CC=CO2)C=C1,-6.2
C1=CO/C(=C/[C@H]2C=CC=CO2)C=C1,-6.5
C1=CO[C@@H](C2CCCCC2)C=C1,-6.1
C1=CO[C@H](C2CCCCC2)C=C1,-5.5
C1=CO[C@@H](CCCc2ccccc2)C=C1,-7.0
C1=CO[C@H](CCCc2ccccc2)C=C1,-7.3
C1=CO[C@@H](c2cccs2)CC1,-5.7
C1=CO[C@H](c2cccs2)CC1,-5.0
C1=CS[C@@H](C2CCCCCCC2)C=N1,-5.2
C1=CS[C@H](C2CCCCCCC2)C=N1,-4.4
C1=CSC([C@@H]2CNCCO2)=CN1,-5.7
C1=CSC([C@H]2CNCCO2)=CN1,-5.2
C1=Cc2ccccc2[C@@H](c2cnc[nH]2)C1,-8.1
C1=Cc2ccccc2[C@H](c2cnc[nH]2)C1,-7.4
C1=N/C(=N\Cc2ccco2)[C@@H]2N=CN=C2N1,-6.2
C1=N/C(=N\Cc2ccco2)[C@H]2N=CN=C2N1,-6.7
C1=N[C@@H](Cc2ccccc2)CNC1,-6.2
C1=N[C@H](Cc2ccccc2)CNC1,-6.5
C1=N[C@@H](N2CCCC2)CO1,-4.5
C1=N[C@H](N2CCCC2)CO1,-4.2
C1=N[C@@H](N2CCCC2)Sc2ccccc21,-5.8
C1=N[C@H](N2CCCC2)Sc2ccccc21,-6.6
C1=N[C@@H](N2CCOCC2)CO1,-4.3
C1=N[C@H](N2CCOCC2)CO1,-4.0
C1=N[C@@H](c2cc3ccccc3o2)CCC1,-7.4
C1=N[C@H](c2cc3ccccc3o2)CCC1,-7.9
C1=NC2=CNC=N[C@@H]2NCC12CCC2,-5.6
C1=NC2=CNC=N[C@H]2NCC12CCC2,-6.0
C1=NC[C@@H](C2CCCCC2)C1,-5.8
C1=NC[C@H](C2CCCCC2)C1,-5.3
C1=NC[C@@H](c2ccccc2)c2ccccc21,-7.0
C1=NC[C@H](c2ccccc2)c2ccccc21,-7.7
C1=NC[C@@H](c2ccnc3ccccc23)N1,-7.3
C1=NC[C@H](c2ccnc3ccccc23)N1,-6.7
C1=NC[C@@H](c2cn[nH]n2)CC1,-5.3
C1=NC[C@H](c2cn[nH]n2)CC1,-5.9
C1=NCC[C@@H]1C1CCCCC1,-5.1
C1=NCC[C@H]1C1CCCCC1,-5.8
C1=NCN/C1=C1\NC[C@@H](c2ncc[nH]2)N1,-5.6
C1=NCN/C1=C1\NC[C@H](c2ncc[nH]2)N1,-7.1
C1=NN([C@@H]2CCOC2)CC1,-4.5
C1=NN([C@H]2CCOC2)CC1,-4.8
C1=NN=C2SC(c3cccnc3)=N[C@@H]12,-5.8
C1=NN=C2SC(c3cccnc3)=N[C@H]12,-6.4
C1=Nc2[nH]ccc2C[C@@H]1C1CCCCC1,-7.4
C1=Nc2[nH]ccc2C[C@H]1C1CCCCC1,-7.1
C1=[N+]([C@@H]2CNCN2)CNC1,-5.1
C1=[N+]([C@H]2CNCN2)CNC1,-4.8
C1=c2ccccc2=C[C@@H](N2CCCCC2)O1,-7.8
C1=c2ccccc2=C[C@H](N2CCCCC2)O1,-9.6
C1=c2ccccc2=C[C@@H](Nc2ccccc2)C1,-8.3
C1=c2ccccc2=C[C@H](Nc2ccccc2)C1,-9.4
C1CC(=C2CC[C@@H](C3CCC3)C2)C1,-7.4
C1CC(=C2CC[C@H](C3CCC3)C2)C1,-7.0
C1C[C@@H](C2CC2)CC2(C1)CC2,-6.1
